,gene_symbols,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,gene_ids
NDRG4,NDRG4,11777,True,0.013794441272602756,1.1091047025853356,1.6919658,5,False,ENSG00000103034
WFDC1,WFDC1,11493,True,0.0167882408362108,1.2975441318669236,2.478236,7,False,ENSG00000103175
COTL1,COTL1,180277,True,0.49846103487356824,1.3133783771319074,8.624805,9,False,ENSG00000103187
CRISPLD2,CRISPLD2,24496,True,0.04289604857268151,1.3139639405989627,4.6925273,6,False,ENSG00000103196
FOXF1,FOXF1,21343,True,0.02990674328391431,1.1773988002438363,2.911876,6,False,ENSG00000103241
SLC7A5,SLC7A5,30092,True,0.057766597780369904,1.2107142572599476,3.3566265,11,False,ENSG00000103257
IL21R,IL21R,6148,True,0.011007707570540428,1.254814886898235,2.196775,5,False,ENSG00000103522
TMC5,TMC5,128703,True,0.29575920193472716,1.195868387254104,5.707358,11,False,ENSG00000103534
AQP9,AQP9,47141,True,0.08926419440868119,1.282711277524699,3.7338068,9,False,ENSG00000103569
CSPP1,CSPP1,66096,True,0.0825154070091596,1.0295937374555282,2.5053942,5,False,ENSG00000104218
RP1,RP1,26030,True,0.040683813012252774,1.2714482182900493,6.989156,7,False,ENSG00000104237
CA2,CA2,69561,True,0.11921844477716906,1.209548709400232,4.152381,9,False,ENSG00000104267
SFRP1,SFRP1,8158,True,0.011032564398753397,1.1210357379361613,3.4390907,4,False,ENSG00000104332
PLAT,PLAT,50468,True,0.11450975970781407,1.443814653309111,8.474226,14,True,ENSG00000104368
NEFM,NEFM,580,True,0.0011107628138986836,1.2855438747842651,2.7481217,5,False,ENSG00000104722
CD37,CD37,162267,True,0.4046769489560789,1.2479956428213654,6.160699,7,False,ENSG00000104894
RETN,RETN,75688,True,0.2017294054118983,1.5782532084817749,6.4008636,13,False,ENSG00000104918
FCER2,FCER2,2689,True,0.006196121635715745,1.356493821915397,2.7685277,7,False,ENSG00000104921
IL4I1,IL4I1,11798,True,0.02168095984113363,1.2364337760101953,2.9952855,6,False,ENSG00000104951
LILRB1,LILRB1,36988,True,0.050126080763655635,1.185961556788211,2.8504558,7,False,ENSG00000104972
LILRA1,LILRA1,8612,True,0.019660673617010172,1.3007613161898182,2.981946,8,False,ENSG00000104974
IL27RA,IL27RA,51507,True,0.07083210462262289,1.1239768093198892,2.622656,5,False,ENSG00000104998
RASAL3,RASAL3,28111,True,0.04492610795806597,1.2265811285537749,2.9986262,7,False,ENSG00000105122
EBI3,EBI3,4791,True,0.008175770381205972,1.2791584534477232,2.1973445,6,False,ENSG00000105246
TGFB1,TGFB1,142424,True,0.22528184638663948,1.0336796416467895,3.151866,5,False,ENSG00000105329
DENND3,DENND3,58483,True,0.07912013880597703,1.0653996257132636,2.236174,8,False,ENSG00000105339
CD79A,CD79A,6834,True,0.01881306507527072,1.9885534912858638,9.594073,12,False,ENSG00000105369
ICAM4,ICAM4,40314,True,0.052172053529416604,1.0918962903674498,2.096845,5,False,ENSG00000105371
NKG7,NKG7,64596,True,0.2755677790736843,1.9925562819662628,13.741635,12,False,ENSG00000105374
CEACAM5,CEACAM5,49024,True,0.19515151637123934,1.2653779416052877,7.704696,9,False,ENSG00000105388
PTPRS,PTPRS,50040,True,0.0697374662699434,1.001620226453975,1.8015473,5,False,ENSG00000105426
CCDC114,CCDC114,23077,True,0.031360441923718674,1.152626176943413,3.9355009,6,False,ENSG00000105479
SIGLEC6,SIGLEC6,1002,True,0.0017452894784162315,1.131303221249821,1.7950317,5,False,ENSG00000105492
HAS1,HAS1,4949,True,0.010857465283955462,1.5821141226476396,3.6987066,8,False,ENSG00000105509
CAPS,CAPS,105698,True,0.2668454874152078,1.950579213036366,15.770559,14,True,ENSG00000105519
JAK3,JAK3,14743,True,0.022854960684318793,1.2977293561266683,3.03957,10,False,ENSG00000105639
ISYNA1,ISYNA1,60071,True,0.08932000479395198,1.0637550021672333,2.000564,6,False,ENSG00000105655
COMP,COMP,1870,True,0.0026651434072689347,1.3699505126838287,2.9614584,9,False,ENSG00000105664
HAMP,HAMP,4848,True,0.01429064762453422,1.5651636160163478,4.7023764,10,False,ENSG00000105697
PBX4,PBX4,10828,True,0.017130470650619397,1.1659854489304162,1.6342765,5,False,ENSG00000105717
TFPI2,TFPI2,30419,True,0.044294871871153114,1.2014662394240112,4.391544,10,False,ENSG00000105825
TWISTNB,TWISTNB,104811,True,0.1580318455329975,1.033076411697331,1.5790919,5,False,ENSG00000105849
PIK3CG,PIK3CG,14056,True,0.01788846054184705,1.1277654068137422,1.3566447,5,False,ENSG00000105851
DNAH11,DNAH11,31634,True,0.04801487375272299,1.2330627066139765,6.2874045,6,False,ENSG00000105877
PTN,PTN,66019,True,0.1252701977846352,1.1702453961159234,2.894095,6,False,ENSG00000105894
CAV2,CAV2,135418,True,0.240135591920321,1.1199992656195927,2.7733898,7,False,ENSG00000105971
CAV1,CAV1,114822,True,0.2540363252626721,1.5480644010888724,8.201937,12,False,ENSG00000105974
LFNG,LFNG,41098,True,0.051323575373591966,1.0490370681537342,2.007343,6,False,ENSG00000106003
CPVL,CPVL,89906,True,0.16465099080670395,1.2724683119073323,4.741172,9,False,ENSG00000106066
CYP3A5,CYP3A5,25944,True,0.03577328518036853,1.1374370626216226,2.6607559,5,False,ENSG00000106258
PCOLCE,PCOLCE,28283,True,0.04808508656484489,1.2977873919832619,4.0342607,8,False,ENSG00000106333
SERPINE1,SERPINE1,29663,True,0.053954947529405835,1.3455655375692712,6.6312847,9,False,ENSG00000106366
SFRP4,SFRP4,7208,True,0.014201728707084174,1.6244717180218287,5.8446927,8,False,ENSG00000106483
TSPAN13,TSPAN13,155932,True,0.2909077277875497,1.0626776549055719,2.4735234,5,False,ENSG00000106537
RARRES2,RARRES2,54214,True,0.10322454459838529,1.436757227908665,8.487318,14,True,ENSG00000106538
AGR2,AGR2,216053,True,0.8016168292521445,1.4001007113777924,6.1025825,10,False,ENSG00000106541
GIMAP2,GIMAP2,47446,True,0.06690327396778584,1.123343809193684,1.8615061,6,False,ENSG00000106560
TMEM176B,TMEM176B,50048,True,0.09121268913806836,1.3979757704664384,7.5553374,13,False,ENSG00000106565
AEBP1,AEBP1,24178,True,0.03855423736178965,1.4466536323590466,5.640345,11,False,ENSG00000106624
OGN,OGN,9854,True,0.01687758280216819,1.3068415688344266,3.2378016,8,False,ENSG00000106809
ASPN,ASPN,4860,True,0.008015051067356886,1.4119495052372355,3.865993,9,False,ENSG00000106819
AKNA,AKNA,73490,True,0.11347717599467448,1.145443371296324,3.8761005,11,False,ENSG00000106948
TNFSF8,TNFSF8,5694,True,0.01011233324794225,1.3340848016180753,2.677178,9,False,ENSG00000106952
ENG,ENG,116778,True,0.19101038137159995,1.1607186994950773,3.1979086,7,False,ENSG00000106991
AK1,AK1,161681,True,0.299295853673584,1.0899612501057774,2.766762,8,False,ENSG00000106992
NPDC1,NPDC1,86975,True,0.14051937134766337,1.2288529869215226,4.651559,9,False,ENSG00000107281
PTGDS,PTGDS,32764,True,0.08798667027742801,2.337583683653311,17.104347,12,False,ENSG00000107317
GATA3,GATA3,22068,True,0.037527600112657634,1.1656676609338008,2.4065974,7,False,ENSG00000107485
CXCL12,CXCL12,16270,True,0.026715540083071865,1.484040048917412,4.775755,9,False,ENSG00000107562
SPOCK2,SPOCK2,36489,True,0.07881678693194231,1.43231389208287,7.976318,10,False,ENSG00000107742
ACTA2,ACTA2,37121,True,0.072359633920189,1.8444995438834826,12.729638,12,False,ENSG00000107796
DKK1,DKK1,8843,True,0.014012340797294529,1.164520416593705,3.3325248,5,False,ENSG00000107984
PPIF,PPIF,100152,True,0.18059996126500918,1.064418140474187,2.2400808,5,False,ENSG00000108179
KRT23,KRT23,46156,True,0.10061096938261604,1.091941460082617,3.844663,6,False,ENSG00000108244
CSF3,CSF3,33573,True,0.07949946108616739,1.5828145529289104,11.686093,11,False,ENSG00000108342
RGS9,RGS9,5597,True,0.00879092967075457,1.3533893732369289,2.4222858,9,False,ENSG00000108370
P2RX1,P2RX1,12598,True,0.015437726108209761,1.1830368970323943,1.6926047,5,False,ENSG00000108405
RASD1,RASD1,48497,True,0.08243095595826377,1.3224067482077564,6.2414474,13,False,ENSG00000108551
SLC6A4,SLC6A4,17925,True,0.029838333807562695,1.3942410976654107,4.983415,7,False,ENSG00000108576
ALDH3A1,ALDH3A1,146758,True,0.7175799871643926,1.1430043016200266,3.5832808,5,False,ENSG00000108602
ICAM2,ICAM2,87164,True,0.1447881468889964,1.2344943353094369,3.6334047,9,False,ENSG00000108622
B9D1,B9D1,49770,True,0.06831809389574196,1.0229723722855695,2.8009634,5,False,ENSG00000108641
CCL7,CCL7,3066,True,0.015079449133832908,1.4782443173721675,4.8602023,8,False,ENSG00000108688
CCL2,CCL2,57352,True,0.22209253242514057,2.255376622137582,20.890514,14,True,ENSG00000108691
CCL8,CCL8,1656,True,0.004251867773915535,1.8982497891221937,5.4332533,12,False,ENSG00000108700
CCL1,CCL1,65,True,0.00014970163638073508,1.404126793530251,3.1621647,7,False,ENSG00000108702
ABI3,ABI3,52434,True,0.09143578307379475,1.2245223092108566,3.6635067,8,False,ENSG00000108798
COL1A1,COL1A1,33520,True,0.06522428217889921,1.5119884272363084,8.35253,9,False,ENSG00000108821
SGCA,SGCA,6874,True,0.008558519947140845,1.168758524840729,1.9285866,5,False,ENSG00000108823
SLC16A6,SLC16A6,29751,True,0.0482375396011907,1.0912558629574332,1.761383,6,False,ENSG00000108932
PMP22,PMP22,82613,True,0.16678674320510747,1.2936677229004154,5.0562806,13,False,ENSG00000109099
SULT1E1,SULT1E1,24523,True,0.03889853848243513,1.3500306649884652,4.665297,9,False,ENSG00000109193
ODAM,ODAM,9414,True,0.012893929538356377,1.2144700806791562,4.5956254,4,False,ENSG00000109205
SMR3A,SMR3A,968,True,0.001959910358356882,0.9618366676026816,3.5032892,5,False,ENSG00000109208
AREG,AREG,176904,True,0.6175631559774475,1.5536276519408532,8.776352,14,True,ENSG00000109321
INPP4B,INPP4B,37279,True,0.04964985273170502,1.1224129052877323,1.8462434,7,False,ENSG00000109452
IL2,IL2,1000,True,0.001992678074543741,1.3685348695003838,2.6026402,9,False,ENSG00000109471
CPE,CPE,59910,True,0.08827063664763449,1.1518237320897176,3.9605699,9,False,ENSG00000109472
SOD3,SOD3,76910,True,0.14057695462537925,1.3325974139406773,5.400862,10,False,ENSG00000109610
CLNK,CLNK,2946,True,0.004228447549960832,1.2803848947464076,3.9242344,4,False,ENSG00000109684
SH3D19,SH3D19,60893,True,0.077429053291493,1.014232863040445,1.5394276,5,False,ENSG00000109686
CRYAB,CRYAB,25517,True,0.050350089799968065,1.468358892776919,7.517394,11,False,ENSG00000109846
ZBTB16,ZBTB16,77496,True,0.11835821257123193,1.1151466884300285,3.2488883,7,False,ENSG00000109906
CRTAM,CRTAM,28854,True,0.045789801514806695,1.210302186508279,2.0888543,5,False,ENSG00000109943
EHD1,EHD1,83214,True,0.1326491514049086,1.0414012742913923,2.083017,6,False,ENSG00000110047
MS4A6A,MS4A6A,90718,True,0.23073508478873944,1.5217280566013947,7.8761635,12,False,ENSG00000110077
MS4A4A,MS4A4A,95755,True,0.23595258347022324,1.2419401608295664,3.0852277,8,False,ENSG00000110079
CCND1,CCND1,145719,True,0.2802043512664592,1.0838880416697123,2.709266,8,False,ENSG00000110092
FOLR1,FOLR1,100653,True,0.1744060309222457,1.2814049189421586,6.4709105,10,False,ENSG00000110195
CEP126,CEP126,50998,True,0.06771913291504454,1.1792944690228386,4.710527,9,False,ENSG00000110318
IL10RA,IL10RA,68909,True,0.11327944822525914,1.2016410236249733,3.5651863,5,False,ENSG00000110324
GALNT18,GALNT18,44778,True,0.05719504647354974,1.1024377531732907,2.291654,5,False,ENSG00000110328
CD5,CD5,8198,True,0.01571451560733258,1.3718658774967174,3.6825871,8,False,ENSG00000110448
CALCA,CALCA,1073,True,0.0025133730952217547,1.7210510684770806,11.702074,9,False,ENSG00000110680
VWF,VWF,42959,True,0.09160129441464783,1.7390914928668637,11.36096,10,False,ENSG00000110799
PPFIBP1,PPFIBP1,69787,True,0.09243434793295317,1.143457611021742,2.9661462,7,False,ENSG00000110841
CD69,CD69,79530,True,0.25235496544020825,1.7089859324879488,10.471274,13,False,ENSG00000110848
CLEC2B,CLEC2B,196506,True,0.3801184056254027,1.0245186942173465,2.7710822,6,False,ENSG00000110852
BIN2,BIN2,67715,True,0.12761711565493844,1.1406803020974159,3.0124044,9,False,ENSG00000110934
IL23A,IL23A,9041,True,0.014220527668988948,1.1575257169827275,1.9532524,6,False,ENSG00000110944
KRT18,KRT18,252604,True,0.8694121809842384,1.1552623913024835,3.040629,7,False,ENSG00000111057
ELK3,ELK3,74738,True,0.09971548459549837,1.03091122086593,1.9887805,5,False,ENSG00000111145
PRR4,PRR4,49871,True,0.06393648399856487,1.4157356194040671,6.691548,6,False,ENSG00000111215
MGP,MGP,84572,True,0.2494417583031414,2.0435041456675425,13.504495,14,True,ENSG00000111341
RERGL,RERGL,1828,True,0.0037357452567640622,1.519621493453057,3.9951637,9,False,ENSG00000111404
IFNG,IFNG,16000,True,0.05390966535369835,1.8029847873628992,7.898062,12,False,ENSG00000111537
CLEC4A,CLEC4A,40551,True,0.05511681638363238,1.1271178863235065,2.1881495,5,False,ENSG00000111729
KLRB1,KLRB1,36810,True,0.12155298672039407,2.0417122384259785,16.181158,14,True,ENSG00000111796
COL12A1,COL12A1,15114,True,0.017450073405239252,1.050053481831205,2.279547,5,False,ENSG00000111799
RSPH4A,RSPH4A,31252,True,0.0507097455917862,1.2090997596584343,6.9524217,7,False,ENSG00000111834
NEDD9,NEDD9,122441,True,0.1977398270472221,1.0657532986708995,2.781774,9,False,ENSG00000111859
NCOA7,NCOA7,166156,True,0.39220450507781435,1.0536958001520418,2.639589,7,False,ENSG00000111912
FAM65B,FAM65B,60293,True,0.0965979150530994,1.2219455596983388,5.1269846,13,False,ENSG00000111913
SOD2,SOD2,290325,True,0.8739264461552422,1.1037676739886908,2.8460896,7,False,ENSG00000112096
IL17A,IL17A,351,True,0.0010152444979603288,1.8691107274643166,4.630236,9,False,ENSG00000112115
IL17F,IL17F,107,True,0.0002672959347855617,1.4922173531239655,3.0726864,6,False,ENSG00000112116
PHACTR1,PHACTR1,105304,True,0.19982443750287246,1.1489915851162615,2.796147,6,False,ENSG00000112137
CD83,CD83,119905,True,0.2585845250195706,1.314090245982039,5.621166,10,False,ENSG00000112149
FHL5,FHL5,2551,True,0.0037684895304645437,1.1592977495444412,1.8746928,6,False,ENSG00000112214
PERP,PERP,233195,True,0.815550829713562,0.9168402639577635,1.0191022,5,False,ENSG00000112378
SLC16A10,SLC16A10,34484,True,0.05999871968390808,1.1069024833726373,2.0655563,7,False,ENSG00000112394
ADGRG6,ADGRG6,25457,True,0.029295072325638723,1.1246667793295069,1.9139216,5,False,ENSG00000112414
CCR6,CCR6,6161,True,0.013812741758112522,1.3740045479335685,3.5791702,10,False,ENSG00000112486
PACRG,PACRG,27043,True,0.03515498646350015,1.101831800599648,3.488048,5,False,ENSG00000112530
C6orf118,C6orf118,25806,True,0.03528617212809165,1.1790000223673955,4.539877,7,False,ENSG00000112539
VEGFA,VEGFA,105085,True,0.19882573251344224,1.1028770340843312,3.07988,9,False,ENSG00000112715
LAMA4,LAMA4,19942,True,0.028314318749761813,1.178196454613883,2.504039,6,False,ENSG00000112769
CLIC5,CLIC5,19597,True,0.024961036602874142,1.163129222111604,2.2832117,5,False,ENSG00000112782
LY86,LY86,80144,True,0.14324872665092686,1.174141167015082,3.1225026,7,False,ENSG00000112799
SEMA5A,SEMA5A,43561,True,0.05734374376899172,1.099950333158898,1.6732063,5,False,ENSG00000112902
C7,C7,23118,True,0.05705746164442418,1.6959868661151674,9.573674,10,False,ENSG00000112936
HMGCS1,HMGCS1,105027,True,0.17104896922689966,1.0416449274013422,2.80576,5,False,ENSG00000112972
NME5,NME5,41109,True,0.06390131708703688,1.185777602613817,6.5145926,7,False,ENSG00000112981
HBEGF,HBEGF,126495,True,0.2563025751452355,1.1310590834408054,3.6112306,10,False,ENSG00000113070
GZMK,GZMK,10767,True,0.03767646537355379,1.960986527839809,9.405219,13,False,ENSG00000113088
SPARC,SPARC,84169,True,0.16605349323673105,1.5883634400720321,8.097823,13,False,ENSG00000113140
ITK,ITK,14125,True,0.030798278325435986,1.4074769956098085,4.354828,11,False,ENSG00000113263
BTNL8,BTNL8,3217,True,0.0037122527147778034,1.2105340738522645,1.6204146,6,False,ENSG00000113303
CDH6,CDH6,5065,True,0.006897276965286836,1.1294594974996983,2.4486876,5,False,ENSG00000113361
LMNB1,LMNB1,29193,True,0.04503798684810909,1.1361557416971912,2.316702,5,False,ENSG00000113368
NPR3,NPR3,12819,True,0.017522189076417914,1.1784962017179357,2.4127676,6,False,ENSG00000113389
ST8SIA4,ST8SIA4,63605,True,0.09080040276876437,1.0720933835762798,2.5886784,6,False,ENSG00000113532
LIFR,LIFR,58986,True,0.07896945629223283,1.1398660685911421,3.1994011,6,False,ENSG00000113594
DPYSL3,DPYSL3,41221,True,0.05355782371495503,1.0340289778561018,1.4767836,5,False,ENSG00000113657
PDGFRB,PDGFRB,15783,True,0.025874097772004185,1.4669738213199393,4.779001,9,False,ENSG00000113721
STC2,STC2,4714,True,0.0071901167850809645,0.9583014331935865,1.590111,5,False,ENSG00000113739
HRH2,HRH2,11645,True,0.01765339014008448,1.2627072857938941,2.9858906,5,False,ENSG00000113749
CD86,CD86,60868,True,0.09601242081594588,1.1081773064215386,2.1814044,5,False,ENSG00000114013
HES1,HES1,151606,True,0.4461208690801784,1.2537354033776833,5.1347413,11,False,ENSG00000114315
IFT57,IFT57,159685,True,0.26554764430164757,1.075175448774803,3.5564444,9,False,ENSG00000114446
IQCG,IQCG,52019,True,0.07336052833565875,1.114201472913678,4.772384,6,False,ENSG00000114473
PLSCR4,PLSCR4,35425,True,0.04131459956230611,1.0077043905655787,1.2125388,5,False,ENSG00000114698
TNNC1,TNNC1,33919,True,0.047190787103895196,1.1863506283383642,2.6804113,6,False,ENSG00000114854
IL1A,IL1A,19730,True,0.028581405464875486,1.163931220105731,2.5611365,7,False,ENSG00000115008
CCL20,CCL20,60570,True,0.23378061798948518,2.060270100530364,19.312296,14,True,ENSG00000115009
ZAP70,ZAP70,19395,True,0.04179211835864309,1.407241783677618,4.6440406,10,False,ENSG00000115085
CYTIP,CYTIP,104271,True,0.24543956617973975,1.241139777648391,4.728065,9,False,ENSG00000115165
ITGA4,ITGA4,37903,True,0.06351359818863771,1.3360769764831837,5.172401,10,False,ENSG00000115232
EFEMP1,EFEMP1,123586,True,0.2055458972785802,1.2018131839251338,4.165748,9,False,ENSG00000115380
FN1,FN1,104452,True,0.2654884783161197,1.7741816281453322,10.1659355,13,False,ENSG00000115414
DNAH6,DNAH6,27493,True,0.037832904665700294,1.1406823626981006,5.019559,6,False,ENSG00000115423
IGFBP2,IGFBP2,152015,True,0.4181890161053799,1.1747518144303177,4.3070045,8,False,ENSG00000115457
IGFBP5,IGFBP5,67477,True,0.12646013138546158,1.6077659672770186,12.49786,14,True,ENSG00000115461
GNLY,GNLY,45831,True,0.22179312407318935,2.4768721337524444,17.800346,12,False,ENSG00000115523
IL1R2,IL1R2,32790,True,0.08757454630314698,1.6261685759843008,12.148403,14,True,ENSG00000115590
IL1R1,IL1R1,85343,True,0.12384118415074881,1.0378258451888116,1.9998025,6,False,ENSG00000115594
IL1RL1,IL1RL1,19139,True,0.04353911366303076,1.9291778178100378,11.857962,13,False,ENSG00000115602
IL18R1,IL18R1,20459,True,0.032451571377238385,1.2417612418875321,3.0428722,8,False,ENSG00000115604
IL18RAP,IL18RAP,5152,True,0.011745190117154315,1.4009965181081472,3.1121395,9,False,ENSG00000115607
ID2,ID2,232435,True,0.5918248270746437,1.0545660207079002,3.1028595,7,False,ENSG00000115738
QPCT,QPCT,36520,True,0.06313766458461648,1.0901862031389176,3.0591233,4,False,ENSG00000115828
KYNU,KYNU,101818,True,0.18378317724270898,1.0014326798205975,2.4299293,7,False,ENSG00000115919
WIPF1,WIPF1,100509,True,0.17513989830281984,1.1565658331960125,3.666653,6,False,ENSG00000115935
PLEK,PLEK,91654,True,0.18673548894326178,1.2910281880906032,5.622989,11,False,ENSG00000115956
RND3,RND3,128706,True,0.2921420764803978,1.1049491869563635,3.3220136,6,False,ENSG00000115963
EPAS1,EPAS1,255523,True,0.6355920698981133,1.100685518627946,2.4318824,6,False,ENSG00000116016
CD207,CD207,951,True,0.002240005061051307,1.35395834470212,3.0309546,9,False,ENSG00000116031
PRRX1,PRRX1,13806,True,0.02079151580305696,1.105288961982546,2.7103033,7,False,ENSG00000116132
DHCR24,DHCR24,176554,True,0.3541196375743748,1.0320025011965441,1.9068054,5,False,ENSG00000116133
ERRFI1,ERRFI1,120318,True,0.23100168369700327,1.1210726741666899,2.87315,8,False,ENSG00000116285
KIAA1324,KIAA1324,64220,True,0.09683983915379277,1.025517237455562,1.8342345,6,False,ENSG00000116299
LEPR,LEPR,31382,True,0.043033333870268316,1.1838324138860095,3.6400084,9,False,ENSG00000116678
PRG4,PRG4,3325,True,0.006893419939359399,1.6357914965897868,4.9186373,9,False,ENSG00000116690
GADD45A,GADD45A,114458,True,0.2506997184789546,1.0507069605460002,2.5824745,6,False,ENSG00000116717
RGS2,RGS2,122730,True,0.3428165114814045,1.3406431450526095,6.1934586,13,False,ENSG00000116741
OLFML3,OLFML3,15233,True,0.024661400084395987,1.2611448620432621,3.1399684,8,False,ENSG00000116774
CD2,CD2,47091,True,0.12774607166247717,1.6983869119353818,11.323465,13,False,ENSG00000116824
